date_of_Payment,account_Number,branch_ID,bank_ID,transaction_ID,transaction_Amount,mode_of_Transfer1,date_of_Submission,invoice_Due_Date,remittance_Number,total_due_Amount,amount_Paid,balance_Amount,mode_of_Transfer2,status
08/01/2019,4160000000000000,MAJ962,DEU012,TRN61238,4407,"account,card,cash to cash",08/01/2019,24/01/2019,PMT-101238,5305,4407,898,"account,card,cash to cash",Approved
03/01/2019,4180000000000000,PAN27,JPM012,CCS61239,37743,usd service,08/01/2019,17/01/2019,PMT-101239,38418,37743,675,usd service,Rejected
09/11/2019,4440000000000000,CCS08,MS012,EX061240,5587,prepaid card,15/11/2019,26/11/2019,PMT-101240,5700,5587,113,prepaid card,Rejected
11/04/2019,4260000000000000,PAN27,BMO012,ADB61241,37447,"bank account transfer,cash,mobile money",15/04/2019,24/04/2019,PMT-101241,37737,37447,290,"bank account transfer,cash,mobile money",Approved
12/02/2020,4810000000000000,ITS03,SSC012,CCS61242,12812,"bank account transfer,debit card",25/02/2020,11/03/2020,PMT-101242,13193,12812,381,"bank account transfer,debit card",Approved
08/08/2019,4696544390601290,SIL362,BOA012,CCS61243,1893,cash,25/08/2019,12/09/2019,PMT-101243,1952,1893,59,cash,Approved
25/01/2020,4730056511858720,CCS08,BOA012,EX061244,15926,"cash to cash,credit/debit card service",25/01/2020,01/02/2020,PMT-101244,16742,15926,816,"cash to cash,credit/debit card service",Approved
04/12/2019,4350000000000000,SIL362,Nort012,ADB61245,6006,door to door,15/12/2019,17/12/2019,PMT-101245,6377,6006,371,door to door,Approved
08/01/2020,4730000000000000,SIL362,MUFG012,TRN61246,7539,mobile money,15/01/2020,17/01/2020,PMT-101246,8526,7539,987,mobile money,Approved
09/11/2019,4500000000000000,ITS03,BARC012,CCS61247,8027,"cash to cash,credit/debit card service",15/11/2019,29/11/2019,PMT-101247,8161,8027,134,"cash to cash,credit/debit card service",Rejected
01/10/2020,4870000000000000,SIL362,DEU012,EX061248,9760,prepaid card,01/10/2020,17/10/2020,PMT-101248,10110,9760,350,prepaid card,Rejected
31/07/2019,4130000000000000,PAN27,JPM012,ADB61249,16526,"bank account transfer,debit card",31/07/2019,14/08/2019,PMT-101249,17222,16526,696,"bank account transfer,debit card",Approved
15/11/2019,4489858858391470,SIL362,BNP012,CCS61250,14394,"cash,debit/credit card",15/11/2019,30/11/2019,PMT-101250,14743,14394,349,"cash,debit/credit card",Approved
16/06/2019,4160000000000000,BEL16,MUFG012,TRN61251,5096,cash to account,28/06/2019,14/07/2019,PMT-101251,6070,5096,974,cash to account,Approved
22/11/2019,4150000000000000,PAN27,JPM012,EX061252,13524,cash,28/11/2019,10/12/2019,PMT-101252,13603,13524,79,cash,Approved
04/01/2019,4160000000000000,ITS03,Nort012,ADB61253,8955,cash,04/01/2019,15/01/2019,PMT-101253,9353,8955,398,cash,Approved
11/01/2019,4170000000000000,BEL16,HSBC012,CCS61254,8209,"cash,cash to account",11/01/2019,31/01/2019,PMT-101254,8496,8209,287,"cash,cash to account",Rejected
17/04/2019,4850000000000000,ITS03,CITI012,CCS61255,27501,"bank account transfer,debit card",28/04/2019,06/05/2019,PMT-101255,27564,27501,63,"bank account transfer,debit card",Rejected
25/12/2019,4400000000000000,ITS03,JPM012,TRN61256,28301,cash,25/12/2019,09/01/2020,PMT-101256,28673,28301,372,cash,Rejected
30/06/2019,4820000000000000,GPA01,MS012,ADB61257,1219,cash to account,30/06/2019,07/07/2019,PMT-101257,1883,1219,664,cash to account,Rejected
01/10/2020,4430000000000000,CCS08,BMO012,CCS61258,14192,"account to account,door to door",01/10/2020,03/10/2020,PMT-101258,14454,14192,262,"account to account,door to door",Rejected
05/01/2020,4461330335322460,BEL16,HSBC012,CCS61259,684,"cash to account,credit/debit card service",15/01/2020,21/01/2020,PMT-101259,1417,684,733,"cash to account,credit/debit card service",Rejected
15/11/2019,4696544390601290,BEL16,HSBC012,EX161260,18713,"cash,cash to account",15/11/2019,21/11/2019,PMT-101260,18924,18713,211,"cash,cash to account",Approved
29/12/2018,4904477933916270,ITS03,UBS012,TRN61261,18347,"account,cash to cash",11/01/2019,14/01/2019,PMT-101261,18725,18347,378,"account,cash to cash",Approved
19/12/2020,4490000000000000,SIL362,SSC012,CCS61262,1290,door to account,29/12/2020,17/01/2021,PMT-101262,1512,1290,222,door to account,Rejected
16/04/2019,4780000000000000,BEL16,AE012,TRN61263,12250,account to account,25/04/2019,07/05/2019,PMT-101263,13004,12250,754,account to account,Approved
13/12/2019,4610000000000000,PAN27,GMS012,TRN61264,26360,mobile money,15/12/2019,23/12/2019,PMT-101264,26526,26360,166,mobile money,Approved
15/11/2019,4830000000000000,CCS08,JPM012,EX161265,36913,cash to account,15/11/2019,03/12/2019,PMT-101265,37841,36913,928,cash to account,Rejected
25/12/2018,4750000000000000,BEL16,HSBC012,ADB61266,21590,usd service,03/01/2019,21/01/2019,PMT-101266,22294,21590,704,usd service,Approved
09/08/2019,4275384634746050,SIL362,CITI012,CCS61267,20074,cash to account,15/08/2019,02/09/2019,PMT-101267,20483,20074,409,cash to account,Approved
12/07/2019,4300000000000000,SIL362,BOA012,TRN61268,8413,cash,25/07/2019,14/08/2019,PMT-101268,8797,8413,384,cash,Approved
14/05/2019,4430000000000000,GPA01,BNP012,CCS61269,8848,"account,cash to cash",31/05/2019,20/06/2019,PMT-101269,8940,8848,92,"account,cash to cash",Approved
05/09/2019,4440000000000000,CCS08,BOA012,EX061270,9416,mobile,15/09/2019,17/09/2019,PMT-101270,10113,9416,697,mobile,Rejected
02/09/2019,4865123733298850,HEB18,SSC012,ADB61271,9791,mobile money,25/08/2019,03/09/2019,PMT-101271,9846,9791,55,mobile money,Rejected
07/08/2019,4387350758070690,MAR263,Nort012,CCS61272,26137,prepaid card,15/08/2019,27/08/2019,PMT-101272,26592,26137,455,prepaid card,Approved
10/01/2019,4920000000000000,MAR263,BNP012,TRN61273,36774,door to door,10/01/2019,21/01/2019,PMT-101273,37074,36774,300,door to door,Rejected
28/09/2019,4540000000000000,CCS08,BNP012,TRN61274,642,"cash to cash,credit/debit card service",28/09/2019,14/10/2019,PMT-101274,1433,642,791,"cash to cash,credit/debit card service",Rejected
09/12/2019,4284399850715240,GPA01,Nort012,CCS61275,37374,prepaid card,15/12/2019,03/01/2020,PMT-101275,38062,37374,688,prepaid card,Rejected
15/03/2020,4571487833576270,SIL362,BMO012,TRN61276,15586,account to account,15/03/2020,17/03/2020,PMT-101276,15636,15586,50,account to account,Approved
02/03/2020,4720000000000000,ITS03,AE012,EX061277,38732,"account,card,cash to cash",15/03/2020,30/03/2020,PMT-101277,39732,38732,1000,"account,card,cash to cash",Approved
28/06/2019,4500000000000000,ITS03,HSBC012,TRN61278,12932,"bank account transfer,debit card",28/06/2019,24/06/2019,PMT-101278,13308,12932,376,"bank account transfer,debit card",Rejected
19/01/2019,4460000000000000,BEL16,Nort012,CCS61279,35045,mobile money,12/01/2019,18/01/2019,PMT-101279,35861,35045,816,mobile money,Approved
21/05/2019,4280000000000000,BEL16,AE012,TRN61280,10789,account to account,25/05/2019,30/05/2019,PMT-101280,11184,10789,395,account to account,Approved
27/09/2019,4628703163321050,MAR263,MS012,EX061281,35422,prepaid card,15/09/2019,24/09/2019,PMT-101281,36138,35422,716,usd service,Rejected
30/06/2019,4440000000000000,ITS03,DEU012,TRN61282,14586,"card,cash to cash",15/06/2019,21/06/2019,PMT-101282,15575,14586,989,"card,cash to cash",Approved
28/03/2019,4450000000000000,ITS03,WF012,CCS61283,28969,cash to account,28/03/2019,04/04/2019,PMT-101283,29442,28969,473,cash to account,Rejected
04/12/2019,4190000000000000,BEL16,RBC012,CCS61284,14754,"account,card,cash to cash",15/12/2019,26/12/2019,PMT-101284,15686,14754,932,"account,card,cash to cash",Rejected
13/11/2019,4640000000000000,SIL362,BNP012,TRN61285,30119,account to account,25/11/2019,27/11/2019,PMT-101285,30413,30119,294,account to account,Rejected
15/06/2019,4461330335322460,PAN27,CITI012,ADB61286,37575,mobile money,28/06/2019,15/07/2019,PMT-101286,37717,37575,142,mobile money,Approved
01/01/2020,4720000000000000,GPA01,DEU012,TRN61287,10631,door to door,01/01/2020,03/01/2020,PMT-101287,10795,10631,164,door to door,Approved
17/09/2020,4550000000000000,BEL16,DEU012,CCS61288,33733,cash to account,01/10/2020,21/10/2020,PMT-101288,34424,33733,691,cash to account,Rejected
23/06/2019,4820000000000000,ITS03,HSBC012,EX061289,2877,eur service,25/06/2019,14/07/2019,PMT-101289,3488,2877,611,eur service,Rejected
03/01/2020,4750000000000000,PAN27,SSC012,ADB61290,16854,"cash,debit/credit card",15/01/2020,27/01/2020,PMT-101290,17331,16854,477,"cash,debit/credit card",Approved
09/05/2019,4610000000000000,MAJ962,GMS012,CCS61291,33875,cash to account,15/05/2019,22/05/2019,PMT-101291,34464,33875,589,cash to account,Rejected
07/09/2019,4540000000000000,BEL16,SSC012,CCS61292,10398,account to account,15/09/2019,01/10/2019,PMT-101292,11310,10398,912,account to account,Rejected
13/02/2020,4310965278942460,BEL16,RBC012,EX061293,23723,"account,card,cash to cash",15/02/2020,26/02/2020,PMT-101293,24594,23723,871,"account,card,cash to cash",Approved
07/12/2019,4689180256780640,CCS08,WF012,ADB61294,22579,"account,account to cash",15/12/2019,01/01/2020,PMT-101294,22812,22579,233,"account,account to cash",Approved
29/05/2019,4360000000000000,PAN27,WF012,TRN61295,1144,mobile money,15/06/2019,05/07/2019,PMT-101295,1328,1144,184,mobile money,Rejected
23/05/2019,4380000000000000,MAJ962,WF012,CCS61296,983,mobile money,28/05/2019,15/06/2019,PMT-101296,1824,983,841,mobile money,Approved
10/01/2020,4387350758070690,CCS08,MUFG012,EX061297,3540,prepaid card,15/01/2020,18/01/2020,PMT-101297,4539,3540,999,prepaid card,Approved
28/05/2019,4320000000000000,PAN27,BMO012,ADB61298,2538,door to account,28/05/2019,04/06/2019,PMT-101298,3177,2538,639,door to account,Approved
16/12/2019,4486019260868800,SIL362,MUFG012,CCS61299,18290,door to account,02/01/2020,04/01/2020,PMT-101299,19100,18290,810,door to account,Rejected
13/10/2019,4280000000000000,CCS08,MS012,TRN61300,24615,door to account,15/10/2019,03/11/2019,PMT-101300,25185,24615,570,door to account,Rejected
15/02/2020,4486019260868800,PAN27,BMO012,EX061301,15080,"account,account to cash",25/02/2020,12/03/2020,PMT-101301,16012,15080,932,"account,account to cash",Approved
31/10/2019,4730000000000000,MAR263,JPM012,ADB61302,10776,"account,account to cash",31/10/2019,18/11/2019,PMT-101302,11451,10776,675,"account,account to cash",Rejected
28/11/2019,4360000000000000,SIL362,JPM012,CCS61303,26072,account to account,28/11/2019,03/12/2019,PMT-101303,26509,26072,437,account to account,Rejected
15/02/2020,4920000000000000,CCS08,CITI012,CCS61304,7835,mobile,15/02/2020,06/03/2020,PMT-101304,8230,7835,395,mobile,Rejected
12/02/2020,4490000000000000,BEL16,GMS012,TRN61305,13215,"account to account,door to door",25/02/2020,21/02/2020,PMT-101305,13434,13215,219,"account to account,door to door",Rejected
05/11/2019,4180000000000000,CCS08,MUFG012,ADB61306,35023,"account,cash to cash",15/11/2019,29/11/2019,PMT-101306,35343,35023,320,"account,cash to cash",Rejected
23/08/2019,4780000000000000,MAJ962,BARC012,CCS61307,15994,"cash to cash,credit/debit card service",25/08/2019,07/09/2019,PMT-101307,16640,15994,646,"cash to cash,credit/debit card service",Rejected
15/01/2020,4284399850715240,MAR263,MUFG012,CCS61308,747,"cash to account,credit/debit card service",25/01/2020,03/02/2020,PMT-101308,1685,747,938,"cash to account,credit/debit card service",Rejected
30/08/2019,4489858858391470,PAN27,BMO012,EX161309,37718,cash to account,15/09/2019,18/09/2019,PMT-101309,37788,37718,70,cash to account,Approved
01/06/2019,4880000000000000,BEL16,Nort012,TRN61310,31513,"account,cash to cash",15/06/2019,01/07/2019,PMT-101310,31634,31513,121,"account,cash to cash",Rejected
28/05/2019,4430000000000000,ITS03,WF012,CCS61311,27031,"bank account transfer,debit card",28/05/2019,15/06/2019,PMT-101311,27485,27031,454,"bank account transfer,debit card",Approved
09/07/2019,4260000000000000,GPA01,RBC012,TRN61312,28916,door to account,15/07/2019,31/07/2019,PMT-101312,29600,28916,684,door to account,Rejected
10/06/2019,4880000000000000,SIL362,CITI012,TRN61313,33632,cash,15/06/2019,24/06/2019,PMT-101313,33702,33632,70,cash,Approved
02/09/2019,4780000000000000,BEL16,BOA012,EX161314,35019,cash to account,15/09/2019,11/09/2019,PMT-101314,35501,35019,482,cash to account,Approved
17/11/2019,4871073844665610,PAN27,CITI012,ADB61315,37360,eur service,28/11/2019,24/11/2019,PMT-101315,37970,37360,610,eur service,Rejected
15/08/2019,4540000000000000,PAN27,BNP012,CCS61316,38521,cash,15/08/2019,22/08/2019,PMT-101316,39501,38521,980,cash,Approved
12/05/2019,4330710538454070,ITS03,UBS012,TRN61317,13138,usd service,28/05/2019,09/06/2019,PMT-101317,14087,13138,949,usd service,Approved
24/04/2019,4180000000000000,MAJ962,WF012,CCS61318,6174,"account to account,door to door",30/04/2019,05/05/2019,PMT-101318,7006,6174,832,"account to account,door to door",Rejected
19/08/2019,4387350758070690,BEL16,BNP012,EX061319,7084,prepaid card,28/08/2019,06/09/2019,PMT-101319,7443,7084,359,prepaid card,Approved
30/05/2019,4450000000000000,CCS08,Nort012,ADB61320,3075,"bank account transfer,debit card",15/06/2019,29/06/2019,PMT-101320,3583,3075,508,"bank account transfer,debit card",Approved
13/08/2019,4865123733298850,BEL16,BOA012,CCS61321,8437,"cash,cash to account",15/08/2019,26/08/2019,PMT-101321,8723,8437,286,"cash,cash to account",Approved
15/04/2019,4790000000000000,BEL16,UBS012,TRN61322,5849,cash to account,15/04/2019,29/04/2019,PMT-101322,6384,5849,535,cash to account,Approved
13/07/2019,4486019260868800,CCS08,Nort012,TRN61323,11458,mobile,28/07/2019,08/08/2019,PMT-101323,12111,11458,653,mobile,Rejected
03/01/2019,4550000000000000,PAN27,MUFG012,CCS61324,21724,prepaid card,03/01/2019,19/01/2019,PMT-101324,22405,21724,681,prepaid card,Rejected
15/08/2019,4460000000000000,GPA01,MUFG012,TRN61325,33407,"cash to cash,credit/debit card service",25/08/2019,12/09/2019,PMT-101325,34047,33407,640,"cash to cash,credit/debit card service",Rejected
12/03/2019,4720000000000000,PAN27,JPM012,EX061326,25516,"cash,cash to account",15/03/2019,23/03/2019,PMT-101326,25978,25516,462,"cash,cash to account",Rejected
12/09/2019,4410000000000000,CCS08,MS012,TRN61327,11093,cash,25/09/2019,10/10/2019,PMT-101327,11232,11093,139,cash,Rejected
02/08/2019,4418568818305560,BEL16,Nort012,CCS61328,8095,"cash to cash,credit/debit card service",28/07/2019,30/07/2019,PMT-101328,8984,8095,889,"cash to cash,credit/debit card service",Approved
12/03/2019,4420000000000000,GPA01,DEU012,TRN61329,1704,"account,cash to cash",28/03/2019,09/04/2019,PMT-101329,2604,1704,900,"account,cash to cash",Approved
02/12/2019,4619488866261890,ITS03,RBC012,EX061330,4270,"account,account to cash",15/12/2019,24/12/2019,PMT-101330,4991,4270,721,"account,account to cash",Approved
28/04/2019,4700000000000000,CCS08,GMS012,TRN61331,19623,cash,28/04/2019,17/05/2019,PMT-101331,19902,19623,279,"account,card,cash to cash",Rejected
15/09/2019,4550000000000000,GPA01,GMS012,CCS61332,3065,"card,cash to cash",15/09/2019,20/09/2019,PMT-101332,3399,3065,334,"card,cash to cash",Approved
05/11/2019,4489858858391470,BEL16,JPM012,CCS61333,24784,"cash,cash to account",15/11/2019,30/11/2019,PMT-101333,24867,24784,83,"cash,cash to account",Approved
31/05/2019,4465487619421600,PAN27,BOA012,TRN61334,17248,"cash to account,credit/debit card service",31/05/2019,08/06/2019,PMT-101334,17586,17248,338,"cash to account,credit/debit card service",Rejected
07/09/2019,4275384634746050,GPA01,BOA012,ADB61335,13839,"cash to cash,credit/debit card service",15/09/2019,21/09/2019,PMT-101335,14383,13839,544,"cash to cash,credit/debit card service",Approved
04/08/2019,4760000000000000,HEB18,HSBC012,TRN61336,29413,"card,cash to cash",15/08/2019,24/08/2019,PMT-101336,29908,29413,495,"card,cash to cash",Approved
25/08/2019,4879302596918820,MAR263,GMS012,CCS61337,20037,mobile money,25/08/2019,02/09/2019,PMT-101337,20850,20037,813,mobile money,Approved
13/01/2020,4284399850715240,SIL362,MS012,EX061338,33005,prepaid card,15/01/2020,20/01/2020,PMT-101338,33335,33005,330,prepaid card,Approved
15/10/2019,4760000000000000,SIL362,CITI012,ADB61339,15777,"bank account transfer,cash,mobile money",15/10/2019,30/10/2019,PMT-101339,16622,15777,845,"bank account transfer,cash,mobile money",Approved
17/03/2019,4860000000000000,HEB18,Nort012,CCS61340,5502,"cash,debit/credit card",28/03/2019,03/04/2019,PMT-101340,6254,5502,752,"account,account to cash",Approved
01/01/2020,4360000000000000,ITS03,Nort012,CCS61341,27723,"cash,debit/credit card",01/01/2020,21/01/2020,PMT-101341,27983,27723,260,"cash,debit/credit card",Rejected
14/05/2019,4530000000000000,CCS08,BOA012,EX061342,34455,"account,account to cash",25/05/2019,13/06/2019,PMT-101342,34591,34455,136,"account,account to cash",Approved
15/08/2019,4275384634746050,BEL16,UBS012,ADB61343,1924,"account to account,door to door",15/08/2019,18/08/2019,PMT-101343,2326,1924,402,"account to account,door to door",Rejected
12/01/2019,4275384634746050,SIL362,JPM012,TRN61344,8892,mobile,12/01/2019,22/01/2019,PMT-101344,8999,8892,107,mobile,Approved
18/11/2019,4870000000000000,SIL362,SSC012,CCS61345,28024,"account to account,door to door",15/11/2019,20/11/2019,PMT-101345,28207,28024,183,"account to account,door to door",Rejected
30/03/2019,4430000000000000,ITS03,SSC012,EX061346,35984,door to door,15/04/2019,01/05/2019,PMT-101346,36536,35984,552,door to door,Approved
11/01/2020,4879302596918820,MAJ962,BARC012,ADB61347,30989,prepaid card,15/01/2020,30/01/2020,PMT-101347,31603,30989,614,prepaid card,Approved
28/07/2019,4650000000000000,ITS03,WF012,CCS61348,7782,account to account,28/07/2019,05/08/2019,PMT-101348,8747,7782,965,account to account,Approved
06/06/2019,4879302596918820,MAR263,BARC012,TRN61349,22268,"bank account transfer,cash,mobile money",15/06/2019,28/06/2019,PMT-101349,23157,22268,889,"bank account transfer,cash,mobile money",Approved
15/05/2019,4689180256780640,SIL362,HSBC012,EX061350,30139,cash to account,15/05/2019,29/05/2019,PMT-101350,31020,30139,881,cash to account,Rejected
12/08/2019,4689180256780640,CCS08,DEU012,ADB61351,34374,cash to account,28/08/2019,15/09/2019,PMT-101351,35051,34374,677,cash to account,Rejected
14/09/2020,4465487619421600,GPA01,CITI012,CCS61352,38054,"cash to cash,credit/debit card service",01/10/2020,20/10/2020,PMT-101352,38250,38054,196,"cash to cash,credit/debit card service",Approved
